window_index,DLinear,PatchTST,iTransformer,TimeMixer
501,0.5,0.375,0.5416666865,0.3333333433
502,0.5833333135,0.4166666567,0.5,0.4166666567
503,0.5416666865,0.4166666567,0.3333333433,0.375
504,0.4166666567,0.4166666567,0.5416666865,0.5
505,0.5416666865,0.4166666567,0.375,0.5
506,0.5,0.4166666567,0.625,0.2916666567
507,0.4583333433,0.5,0.4166666567,0.4583333433
508,0.5,0.4583333433,0.4583333433,0.4583333433
509,0.5,0.4583333433,0.5,0.5833333135
510,0.5,0.4166666567,0.4583333433,0.4166666567
511,0.5416666865,0.4583333433,0.375,0.3333333433
512,0.5416666865,0.4583333433,0.5833333135,0.5
513,0.5416666865,0.5833333135,0.5,0.375
514,0.375,0.625,0.5,0.5833333135
515,0.5,0.4583333433,0.5,0.625
516,0.4583333433,0.4166666567,0.375,0.5416666865
517,0.4583333433,0.5416666865,0.5416666865,0.4583333433
518,0.375,0.7083333135,0.4166666567,0.3333333433
519,0.4166666567,0.4583333433,0.5,0.375
520,0.375,0.375,0.5,0.4583333433
521,0.5416666865,0.4583333433,0.3333333433,0.5416666865
522,0.3333333433,0.5,0.5416666865,0.2916666567
523,0.375,0.5416666865,0.5416666865,0.2916666567
524,0.5,0.5,0.3333333433,0.5833333135
525,0.3333333433,0.5,0.4166666567,0.5
526,0.4166666567,0.5,0.375,0.4166666567
527,0.5833333135,0.4583333433,0.375,0.4583333433
528,0.4583333433,0.625,0.5416666865,0.5416666865
529,0.4583333433,0.5416666865,0.4166666567,0.4166666567
530,0.4583333433,0.5,0.4583333433,0.5
